Metropolitan areas	Year	CO2_PC	GDP_PC	GREEN_AREA_PC	LABOUR_PRODUCTIVITY	UNEMP_R
Sapporo	2010		29866.5	169.3	63350.42	5.15
Sapporo	2011		30376.13	168.55	65085.18	5.14
Sapporo	2012		30484.21	167.8	65376.29	5.2
Sapporo	2013			167.05		4.57
Sapporo	2014			166.29		4.11
Sendai	2000	5.71		25.61		5.0
Sendai	2001		29668.2	25.53	59893.8	5.64
Sendai	2002		29369.16	25.44	59822.69	6.3
Sendai	2003		29715.31	25.35	61080.85	6.28
Sendai	2004		29996.08	25.26	61742.49	5.6
Sendai	2005	5.6	30253.82	25.18	62037.74	5.03
Sendai	2006		30839.09	25.1	63163.42	4.95
Sendai	2007		30397.32	25.02	62352.74	4.81
Sendai	2008	5.18	29447.28	24.94	60447.36	4.9
Sendai	2009		29091.71	24.86	60133.33	6.27
Sendai	2010		30026.55	24.78	62230.75	5.82
Sendai	2011		29852.55	24.69	62342.86	5.63
Sendai	2012		32806.3	24.6	68920.49	4.77
Sendai	2013			24.52		4.22
Sendai	2014			24.43		3.68
Niigata	2000	4.26		161.63		3.79
Niigata	2001		30424.44	161.62	58815.18	4.13
Niigata	2002		30397.29	161.62	59767.48	4.36
Niigata	2003		30870.21	161.62	60966.2	4.39
Niigata	2004		31743.44	161.61	62416.19	4.02
Niigata	2005	4.19	32376.64	161.61	63588.71	3.66
Niigata	2006		32709.35	161.91	64402.66	3.61
Niigata	2007		32855.44	162.21	65124.21	3.65
Niigata	2008	3.79	32040.39	162.51	63945.06	3.69
Niigata	2009		31379.89	162.8	63120.09	4.51
Niigata	2010		32759.5	163.1	65920.21	4.38
Niigata	2011		33984.02	163.24	68572.69	4.01
Niigata	2012		33979.9	163.38	68995.05	3.65
Niigata	2013			163.52		3.51
Niigata	2014			163.66		3.19
Toyama	2000	19.56		332.25		3.34
Toyama	2001		33811.72	332.03	63801.46	3.58
Toyama	2002		34486.63	331.8	65855.12	3.78
Toyama	2003		35906.64	331.57	68807.91	3.8
Toyama	2004		36469.69	331.34	69298.42	3.46
Toyama	2005	17.34	36634.42	331.11	68912.97	3.12
Toyama	2006		36689.2	331.2	68781.87	2.96
Toyama	2007		37122.94	331.3	71166.9	3.03
Toyama	2008	17.54	35755.1	331.39	70141.73	3.11
Toyama	2009		33267.51	331.48	65748.08	3.98
Toyama	2010		35734.72	331.57	70264.06	3.81
Toyama	2011		37229.4	331.49	72249.69	3.27
Toyama	2012		37118.31	331.4	73034.35	2.98
Toyama	2013			331.32		2.84
Toyama	2014			331.23		2.67
Nagano	2000	5.2		246.11		2.66
Nagano	2001		30948.04	246.46	56188.72	2.87
Nagano	2002		30502.82	246.8	56690.83	3.65
Nagano	2003		30706.87	247.13	57908.84	3.55
Nagano	2004		31598.14	247.47	60169.72	3.1
Nagano	2005	5.18	32349.35	247.81	61296.65	3.17
Nagano	2006		32456.62	248.79	61038.25	3.0
Nagano	2007		32966.39	249.77	62227.65	2.78
Nagano	2008	4.66	32179.48	250.75	61295.79	2.98
Nagano	2009		31070.67	251.73	59788.3	4.1
Nagano	2010		32145.4	252.72	62055.31	3.88
Nagano	2011		32816.08	253.37	63640.84	3.49
Nagano	2012		33068.99	254.02	65083.65	3.37
Nagano	2013			254.68		3.39
Nagano	2014			255.33		2.85
Kanazawa	2000	4.64		130.21		3.68
Kanazawa	2001		33521.47	130.04	63361.75	3.7
Kanazawa	2002		32930.08	129.86	62771.71	3.89
Kanazawa	2003		32921.1	129.68	62986.03	3.91
Kanazawa	2004		33475.71	129.5	63974.61	3.45
Kanazawa	2005	4.58	33678.69	129.31	64292.24	3.15
Kanazawa	2006		34436.86	128.85	65897.21	3.16
Kanazawa	2007		35216.88	128.39	67667.64	3.17
Kanazawa	2008	4.1	34341.62	127.93	66155.33	3.18
Kanazawa	2009		32302.93	127.47	62911.55	4.3
Kanazawa	2010		33411.8	127.01	65141.13	4.31
Kanazawa	2011		34122.53	126.68	66816.62	3.86
Kanazawa	2012		34905.49	126.35	68652.86	3.57
Kanazawa	2013			126.02		3.26
Kanazawa	2014			125.69		2.95
Utsunomiya	2000	5.78		93.99		3.91
Utsunomiya	2001		31750.63	93.51	60631.55	4.19
Utsunomiya	2002		32044.2	93.03	61790.85	4.58
Utsunomiya	2003		32546.17	92.56	63014.03	4.59
Utsunomiya	2004		33814.21	92.08	65548.76	4.06
Utsunomiya	2005	5.63	34391.24	91.61	66622.97	3.79
Utsunomiya	2006		35211.55	91.37	68080.39	3.61
Utsunomiya	2007		35783.03	91.14	69253.88	3.35
Utsunomiya	2008	5.07	34422.15	90.9	66947.4	3.81
Utsunomiya	2009		33750.46	90.66	66225.9	4.74
Utsunomiya	2010		35351.81	90.42	69720.44	4.68
Utsunomiya	2011		35554.89	90.07	70421.95	4.25
Utsunomiya	2012		35480.72	89.71	70580.69	3.72
Utsunomiya	2013			89.36		3.71
Utsunomiya	2014			89.0		3.35
Maebashi	2000	8.07		38.59		3.75
Maebashi	2001		30388.96	38.56	58315.33	4.09
Maebashi	2002		30662.34	38.52	60319.4	4.55
Maebashi	2003		31570.46	38.49	62344.09	4.65
Maebashi	2004		31732.75	38.45	62419.45	4.01
Maebashi	2005	7.88	31895.15	38.41	62497.81	3.55
Maebashi	2006		32977.1	38.41	64383.44	3.27
Maebashi	2007		34107.03	38.4	67062.94	2.93
Maebashi	2008	7.39	32563.69	38.39	64810.89	3.53
Maebashi	2009		31909.14	38.39	64623.35	4.7
Maebashi	2010		33513.44	38.38	67908.49	4.71
Maebashi	2011		34279.45	38.35	69491.12	4.16
Maebashi	2012		34739.12	38.32	70385.72	3.41
Maebashi	2013			38.29		3.51
Maebashi	2014			38.27		2.95
Mito	2000	5.03		70.8		3.94
Mito	2001		30122.76	70.76	58430.78	4.23
Mito	2002		31045.92	70.73	61374.5	4.62
Mito	2003		31668.97	70.69	62853.7	4.7
Mito	2004		31467.29	70.65	62286.89	4.2
Mito	2005	4.94	32089.82	70.61	63226.72	3.94
Mito	2006		33359.2	70.46	65562.74	3.69
Mito	2007		34871.32	70.3	68913.92	3.47
Mito	2008	4.42	33953.27	70.14	67569.26	3.93
Mito	2009		32068.64	69.99	64448.86	4.83
Mito	2010		34133.28	69.83	68817.68	4.78
Mito	2011		35396.37	69.73	71736.08	4.44
Mito	2012		36130.4	69.62	73511.48	3.89
Mito	2013			69.52		3.88
Mito	2014			69.42		3.49
Tokyo	2000	7.54		4.99		4.77
Tokyo	2001		39385.72	4.97	76552.06	4.9
Tokyo	2002		39401.61	4.94	76607.3	5.33
Tokyo	2003		40280.69	4.91	78523.92	4.97
Tokyo	2004		41483.01	4.88	81079.71	4.62
Tokyo	2005	7.41	42258.05	4.85	82742.58	4.32
Tokyo	2006		42970.96	4.82	83947.48	3.93
Tokyo	2007		43267.25	4.78	82660.16	3.71
Tokyo	2008	6.8	42220.0	4.75	80518.62	3.76
Tokyo	2009		40183.75	4.72	77582.48	4.79
Tokyo	2010		40944.96	4.68	79643.73	5.15
Tokyo	2011		41937.19	4.65	81723.92	4.62
Tokyo	2012		41635.91	4.62	81787.47	4.41
Tokyo	2013			4.59		4.0
Tokyo	2014			4.56		3.55
Kofu	2000	4.2		37.3		3.44
Kofu	2001		29131.87	37.23	54768.0	3.48
Kofu	2002		29259.4	37.15	57392.14	4.03
Kofu	2003		29671.68	37.08	58152.62	4.03
Kofu	2004		30353.53	37.01	60107.48	3.66
Kofu	2005	4.24	30773.54	36.94	60087.44	3.41
Kofu	2006		31994.25	36.99	61318.45	2.96
Kofu	2007		32472.42	37.04	62178.72	2.97
Kofu	2008	3.87	31853.04	37.09	60813.76	3.39
Kofu	2009		30240.63	37.14	58735.52	4.09
Kofu	2010		33121.68	37.18	65484.38	4.39
Kofu	2011		34081.17	37.17	68458.16	3.82
Kofu	2012		33717.58	37.16	67393.08	3.38
Kofu	2013			37.14		3.11
Kofu	2014			37.13		2.92
Nagoya	2000	9.97		7.84		3.87
Nagoya	2001		35023.15	7.81	66526.68	4.23
Nagoya	2002		35854.72	7.78	69149.82	4.07
Nagoya	2003		36227.02	7.75	69847.14	3.99
Nagoya	2004		37365.81	7.72	71879.17	3.48
Nagoya	2005	9.37	38327.7	7.69	73431.14	3.23
Nagoya	2006		40063.91	7.67	76732.59	2.75
Nagoya	2007		40953.43	7.65	77546.78	2.59
Nagoya	2008	8.72	37336.46	7.62	70731.18	2.9
Nagoya	2009		35985.75	7.6	69982.71	4.46
Nagoya	2010		36426.26	7.57	71451.6	4.17
Nagoya	2011		37877.63	7.55	74514.81	3.6
Nagoya	2012		39643.42	7.52	78765.42	3.59
Nagoya	2013			7.49		3.15
Nagoya	2014			7.46		2.6
Numazu	2000	3.95		31.97		3.61
Numazu	2001		33861.38	31.94	63408.48	3.89
Numazu	2002		35192.82	31.91	66866.21	3.95
Numazu	2003		35562.14	31.89	67542.74	3.81
Numazu	2004		36355.3	31.86	68682.37	3.32
Numazu	2005	3.87	37836.17	31.83	70999.4	3.12
Numazu	2006		38863.63	31.87	72468.08	2.77
Numazu	2007		39236.56	31.91	73172.93	2.59
Numazu	2008	3.54	37882.21	31.95	71682.52	2.96
Numazu	2009		34891.92	31.98	67384.74	4.11
Numazu	2010		36716.1	32.02	71436.52	3.9
Numazu	2011		37515.79	32.02	73445.66	3.59
Numazu	2012		37677.3	32.02	73879.54	3.35
Numazu	2013			32.02		3.19
Numazu	2014			32.02		2.74
Osaka	2000	6.86		11.08		6.06
Osaka	2001		32289.1	11.07	67536.65	6.51
Osaka	2002		32198.23	11.06	67885.96	7.0
Osaka	2003		32543.13	11.05	69525.2	6.81
Osaka	2004		33302.72	11.03	70838.73	5.74
Osaka	2005	7.58	33561.7	11.02	70954.48	5.33
Osaka	2006		34225.8	11.01	72280.27	5.06
Osaka	2007		34791.52	11.0	73359.09	4.6
Osaka	2008	7.06	34223.33	10.99	72384.21	4.67
Osaka	2009		32617.79	10.98	69839.65	5.85
Osaka	2010		33693.06	10.96	72569.62	6.08
Osaka	2011		34439.02	10.95	73907.79	4.88
Osaka	2012		34516.87	10.94	74205.07	5.02
Osaka	2013			10.92		4.34
Osaka	2014			10.9		4.1
Shizuoka	2000	3.92		12.55		3.61
Shizuoka	2001		33861.38	12.65	63408.44	3.89
Shizuoka	2002		35192.82	12.75	66866.5	3.95
Shizuoka	2003		35562.14	12.85	67542.91	3.81
Shizuoka	2004		36355.3	12.96	68682.49	3.32
Shizuoka	2005	3.96	37836.17	13.06	70999.0	3.12
Shizuoka	2006		38863.63	13.01	72467.94	2.77
Shizuoka	2007		39236.56	12.96	73172.91	2.59
Shizuoka	2008	3.54	37882.21	12.91	71682.44	2.96
Shizuoka	2009		34891.92	12.86	67384.87	4.11
Shizuoka	2010		36716.1	12.81	71436.26	3.9
Shizuoka	2011		37515.79	12.83	73445.88	3.59
Shizuoka	2012		37677.3	12.86	73879.42	3.35
Shizuoka	2013			12.88		3.19
Shizuoka	2014			12.91		2.74
Anjo	2000	14.83		0.95		4.22
Anjo	2001		37285.39	0.93	70535.04	4.42
Anjo	2002		38300.25	0.92	73470.82	4.03
Anjo	2003		38532.34	0.91	73877.01	3.98
Anjo	2004		40012.73	0.9	76701.39	3.54
Anjo	2005	20.15	41136.51	0.89	78742.3	3.37
Anjo	2006		43009.18	0.88	82542.76	2.82
Anjo	2007		44094.91	0.88	83403.11	2.72
Anjo	2008	20.03	39545.94	0.87	74444.44	2.86
Anjo	2009		38131.5	0.86	73694.54	4.55
Anjo	2010		38329.79	0.86	74789.7	4.33
Anjo	2011		40055.24	0.85	78277.68	3.57
Anjo	2012		42268.21	0.84	83696.32	3.67
Anjo	2013			0.83		3.18
Anjo	2014			0.82		2.64
Yokkaichi	2000	24.23		28.37		3.56
Yokkaichi	2001		29903.77	28.26	57491.44	3.97
Yokkaichi	2002		30624.78	28.14	61678.43	4.15
Yokkaichi	2003		31719.0	28.02	65003.75	4.11
Yokkaichi	2004		33449.45	27.91	66930.44	3.42
Yokkaichi	2005	20.9	34296.58	27.79	67047.63	3.05
Yokkaichi	2006		36339.85	27.65	71614.07	2.67
Yokkaichi	2007		37934.11	27.51	74652.62	2.47
Yokkaichi	2008	20.63	34696.74	27.37	69216.24	2.92
Yokkaichi	2009		33945.07	27.23	70036.9	4.36
Yokkaichi	2010		35691.36	27.08	73308.34	4.04
Yokkaichi	2011		35010.43	26.95	71365.9	3.5
Yokkaichi	2012		36488.94	26.82	74311.09	3.19
Yokkaichi	2013			26.69		2.94
Yokkaichi	2014			26.56		2.31
Himeji	2000	23.22		26.42		5.86
Himeji	2001		28657.17	26.42	60932.15	6.31
Himeji	2002		28508.25	26.42	61214.91	6.76
Himeji	2003		28586.15	26.42	61732.78	6.42
Himeji	2004		29251.09	26.42	63115.96	5.48
Himeji	2005	21.27	29214.71	26.42	62769.91	4.97
Himeji	2006		30212.73	26.43	64556.41	4.63
Himeji	2007		29978.87	26.45	63634.94	4.05
Himeji	2008	21.42	29629.44	26.46	62319.63	4.15
Himeji	2009		28037.36	26.47	59960.84	5.19
Himeji	2010		29722.53	26.49	64728.68	5.31
Himeji	2011		29930.87	26.49	65573.35	4.63
Himeji	2012		30069.92	26.49	65452.73	4.63
Himeji	2013			26.5		4.01
Himeji	2014			26.5		3.82
Toyohashi	2000	5.12		31.74		4.22
Toyohashi	2001		37285.39	31.62	70534.94	4.42
Toyohashi	2002		38300.25	31.51	73470.56	4.03
Toyohashi	2003		38532.34	31.4	73877.17	3.98
Toyohashi	2004		40012.73	31.28	76701.49	3.54
Toyohashi	2005	5.05	41136.51	31.17	78742.05	3.37
Toyohashi	2006		43009.18	31.14	82542.77	2.82
Toyohashi	2007		44094.91	31.12	83403.42	2.72
Toyohashi	2008	4.6	39545.94	31.09	74444.53	2.86
Toyohashi	2009		38131.5	31.07	73694.6	4.55
Toyohashi	2010		38329.79	31.05	74789.88	4.33
Toyohashi	2011		40055.24	30.98	78277.67	3.57
Toyohashi	2012		42268.21	30.9	83696.36	3.67
Toyohashi	2013			30.83		3.18
Toyohashi	2014			30.76		2.64
Hamamatsu	2000	5.67		21.48		3.61
Hamamatsu	2001		33861.38	21.38	63408.45	3.89
Hamamatsu	2002		35192.82	21.28	66866.13	3.95
Hamamatsu	2003		35562.14	21.19	67542.9	3.81
Hamamatsu	2004		36355.3	21.09	68682.32	3.32
Hamamatsu	2005	5.55	37836.17	20.99	70998.95	3.12
Hamamatsu	2006		38863.63	21.02	72467.93	2.77
Hamamatsu	2007		39236.56	21.04	73173.04	2.59
Hamamatsu	2008	5.08	37882.21	21.06	71682.61	2.96
Hamamatsu	2009		34891.92	21.09	67385.08	4.11
Hamamatsu	2010		36716.1	21.11	71436.18	3.9
Hamamatsu	2011		37515.79	21.07	73445.98	3.59
Hamamatsu	2012		37677.3	21.04	73879.23	3.35
Hamamatsu	2013			21.0		3.19
Hamamatsu	2014			20.96		2.74
Okayama	2000	6.1		87.7		4.07
Okayama	2001		31307.59	87.33	61479.39	4.47
Okayama	2002		31431.91	86.95	62628.79	4.52
Okayama	2003		31357.71	86.58	63018.66	4.44
Okayama	2004		31288.74	86.2	63363.72	4.27
Okayama	2005	5.9	32640.28	85.83	66271.53	3.79
Okayama	2006		35090.67	85.65	71375.21	3.42
Okayama	2007		34833.73	85.48	71207.01	3.44
Okayama	2008	5.34	33311.86	85.3	68659.19	3.86
Okayama	2009		31899.43	85.12	66089.59	4.57
Okayama	2010		32544.48	84.95	67564.52	4.29
Okayama	2011		34028.33	84.67	71216.48	3.72
Okayama	2012		33346.41	84.39	70208.67	3.74
Okayama	2013			84.1		3.75
Okayama	2014			83.82		3.25
Kurashiki	2000	12.46		22.5		4.07
Kurashiki	2001		31307.59	22.14	61479.03	4.47
Kurashiki	2002		31431.91	21.79	62628.64	4.52
Kurashiki	2003		31357.71	21.44	63018.48	4.44
Kurashiki	2004		31288.74	21.09	63363.72	4.27
Kurashiki	2005	10.72	32640.28	20.97	66271.47	3.79
Kurashiki	2006		35090.67	20.94	71375.19	3.42
Kurashiki	2007		34833.73	20.9	71207.04	3.44
Kurashiki	2008	10.08	33311.86	20.87	68659.32	3.86
Kurashiki	2009		31899.43	20.84	66089.45	4.57
Kurashiki	2010		32544.48	20.8	67564.34	4.29
Kurashiki	2011		34028.33	20.64	71216.26	3.72
Kurashiki	2012		33346.41	20.47	70208.77	3.74
Kurashiki	2013			20.31		3.75
Kurashiki	2014			20.15		3.25
Fukuyama	2000	3.8		33.12		4.06
Fukuyama	2001		30381.53	33.15	60914.2	4.41
Fukuyama	2002		30386.24	33.17	61623.04	4.46
Fukuyama	2003		31776.49	33.2	64655.59	4.46
Fukuyama	2004		32283.95	33.23	65901.88	4.22
Fukuyama	2005	3.77	33273.65	33.26	67592.46	3.74
Fukuyama	2006		33747.92	33.3	67804.37	3.44
Fukuyama	2007		36084.41	33.34	72732.35	3.33
Fukuyama	2008	3.4	34297.85	33.38	69779.61	3.64
Fukuyama	2009		32610.62	33.42	66743.53	4.39
Fukuyama	2010		33561.48	33.46	68906.79	4.14
Fukuyama	2011		35626.7	33.49	73608.32	3.57
Fukuyama	2012		34820.37	33.52	72150.15	3.58
Fukuyama	2013			33.55		3.58
Fukuyama	2014			33.58		3.1
Hiroshima	2000	5.5		11.95		4.06
Hiroshima	2001		30273.43	11.92	60846.61	4.41
Hiroshima	2002		30265.02	11.88	61504.5	4.45
Hiroshima	2003		31824.71	11.85	64846.86	4.47
Hiroshima	2004		32397.75	11.81	66194.72	4.22
Hiroshima	2005	5.37	33345.58	11.78	67742.5	3.74
Hiroshima	2006		33597.05	11.75	67408.98	3.44
Hiroshima	2007		36223.42	11.72	72899.63	3.32
Hiroshima	2008	4.84	34406.27	11.69	69901.21	3.62
Hiroshima	2009		32687.98	11.66	66813.67	4.37
Hiroshima	2010		33670.92	11.63	69049.68	4.12
Hiroshima	2011		35797.18	11.6	73859.85	3.55
Hiroshima	2012		34976.18	11.56	72352.06	3.56
Hiroshima	2013			11.53		3.56
Hiroshima	2014			11.49		3.09
Takamatsu	2000	3.79		19.19		3.78
Takamatsu	2001		30283.88	18.65	60018.51	4.23
Takamatsu	2002		30122.49	18.11	61939.25	4.32
Takamatsu	2003		29434.12	17.58	61749.01	4.17
Takamatsu	2004		29591.2	17.06	64530.31	4.08
Takamatsu	2005	3.7	31034.56	19.1	63990.54	3.73
Takamatsu	2006		31991.18	18.61	65346.45	3.47
Takamatsu	2007		32030.61	18.13	66572.07	3.49
Takamatsu	2008	3.11	30920.74	17.65	67333.96	3.8
Takamatsu	2009		30245.37	17.17	65734.96	4.13
Takamatsu	2010		30234.31	16.7	65634.62	3.88
Takamatsu	2011		31565.07	16.45	69809.83	3.74
Takamatsu	2012		31848.8	16.21	71636.82	3.39
Takamatsu	2013			15.96		3.21
Takamatsu	2014			15.72		3.03
Wakayama	2000	7.0		37.62		3.87
Wakayama	2001		27196.22	37.79	56906.82	4.51
Wakayama	2002		27383.92	37.96	59506.26	4.89
Wakayama	2003		27921.93	38.12	60409.78	4.72
Wakayama	2004		28559.86	38.29	60398.25	3.9
Wakayama	2005	6.77	29985.33	38.45	65535.69	3.85
Wakayama	2006		30783.25	38.55	65855.48	3.8
Wakayama	2007		30497.58	38.66	65080.09	3.23
Wakayama	2008	6.58	30121.68	38.76	63587.95	3.41
Wakayama	2009		28987.12	38.86	60415.17	3.97
Wakayama	2010		31490.31	38.96	67147.77	4.28
Wakayama	2011		32666.5	39.09	72455.18	3.85
Wakayama	2012		33257.79	39.22	72980.34	3.63
Wakayama	2013			39.35		3.15
Wakayama	2014			39.48		2.48
Tokushima	2000	10.76		25.98		4.43
Tokushima	2001		28162.25	26.0	57670.29	5.2
Tokushima	2002		28690.35	26.01	59889.17	5.09
Tokushima	2003		30184.51	26.02	63601.37	5.15
Tokushima	2004		30695.45	26.03	64793.31	4.7
Tokushima	2005	13.69	30137.43	26.04	63402.13	3.75
Tokushima	2006		30491.96	26.12	63747.47	3.51
Tokushima	2007		30697.53	26.19	64450.57	3.79
Tokushima	2008	13.76	30664.66	26.27	65359.95	4.11
Tokushima	2009		30499.98	26.34	65493.67	4.66
Tokushima	2010		32631.84	26.41	70417.72	4.71
Tokushima	2011		33496.24	26.45	73166.21	4.28
Tokushima	2012		33593.61	26.49	73673.26	4.05
Tokushima	2013			26.53		3.53
Tokushima	2014			26.57		3.26
Kitakyushu	2000	10.89		9.92		6.19
Kitakyushu	2001		28061.55	9.96	58643.87	6.5
Kitakyushu	2002		28428.33	9.99	59986.52	6.91
Kitakyushu	2003		29183.53	10.03	62002.3	6.8
Kitakyushu	2004		29687.06	10.06	62633.2	6.27
Kitakyushu	2005	10.33	30205.69	10.1	63319.23	5.86
Kitakyushu	2006		30531.38	10.13	64396.24	5.6
Kitakyushu	2007		31357.83	10.17	65917.0	4.98
Kitakyushu	2008	10.19	30605.52	10.2	64231.5	4.96
Kitakyushu	2009		30620.39	10.23	64698.79	5.74
Kitakyushu	2010		31637.11	10.27	67139.06	6.02
Kitakyushu	2011		32487.46	10.3	69102.75	5.65
Kitakyushu	2012		32437.97	10.34	68872.49	5.22
Kitakyushu	2013			10.37		4.97
Kitakyushu	2014			10.4		4.55
Matsuyama	2000	4.48		54.02		4.15
Matsuyama	2001		28443.96	53.9	58616.84	4.75
Matsuyama	2002		28164.01	53.79	60086.76	4.92
Matsuyama	2003		28638.0	53.67	61868.9	4.87
Matsuyama	2004		29322.88	53.55	62495.5	4.43
Matsuyama	2005	4.41	28813.63	53.44	60160.84	4.09
Matsuyama	2006		29950.03	53.44	62216.24	3.7
Matsuyama	2007		30180.66	53.44	62916.47	3.86
Matsuyama	2008	4.03	28593.32	53.43	60348.39	4.06
Matsuyama	2009		28662.88	53.43	61086.72	4.53
Matsuyama	2010		30423.4	53.43	65391.89	4.58
Matsuyama	2011		32304.6	53.37	69786.12	4.21
Matsuyama	2012		30594.16	53.31	66945.37	3.85
Matsuyama	2013			53.25		3.59
Matsuyama	2014			53.19		3.25
Fukuoka	2000	6.22		7.13		6.18
Fukuoka	2001		28048.15	7.08	58582.34	6.48
Fukuoka	2002		28412.13	7.02	59926.44	6.9
Fukuoka	2003		29167.24	6.97	61947.94	6.79
Fukuoka	2004		29671.86	6.92	62581.77	6.26
Fukuoka	2005	5.95	30190.45	6.86	63272.18	5.85
Fukuoka	2006		30516.43	6.82	64339.43	5.58
Fukuoka	2007		31347.52	6.77	65872.26	4.96
Fukuoka	2008	5.46	30593.58	6.73	64179.94	4.95
Fukuoka	2009		30597.83	6.68	64622.06	5.72
Fukuoka	2010		31619.57	6.63	67076.35	6.01
Fukuoka	2011		32462.56	6.59	69011.35	5.64
Fukuoka	2012		32413.24	6.54	68780.62	5.21
Fukuoka	2013			6.49		4.96
Fukuoka	2014			6.44		4.54
Kochi	2000	6.3		23.9		4.71
Kochi	2001		25242.58	23.9	51651.67	5.71
Kochi	2002		25051.02	23.91	52085.1	5.37
Kochi	2003		25054.38	23.91	52404.44	5.19
Kochi	2004		24840.25	23.91	51731.38	5.42
Kochi	2005	8.26	25103.3	23.91	51920.94	4.94
Kochi	2006		25487.3	24.02	52280.69	4.7
Kochi	2007		25126.66	24.12	51791.7	5.0
Kochi	2008	7.96	24804.36	24.23	51663.55	4.85
Kochi	2009		24165.87	24.33	50744.14	5.66
Kochi	2010		25539.29	24.44	53784.1	4.97
Kochi	2011		25990.64	24.49	55167.96	4.28
Kochi	2012		26348.26	24.54	56223.91	3.8
Kochi	2013			24.6		3.28
Kochi	2014			24.65		3.27
Oita	2000	13.45		62.57		4.19
Oita	2001		29054.27	62.44	59812.76	4.52
Oita	2002		29322.33	62.3	61072.63	4.89
Oita	2003		30618.98	62.17	63543.08	4.72
Oita	2004		31463.94	62.03	64842.57	4.23
Oita	2005	15.41	30630.41	61.89	63116.68	4.08
Oita	2006		31227.08	61.69	64752.42	3.96
Oita	2007		31534.36	61.48	66618.51	3.72
Oita	2008	15.23	31638.1	61.27	67163.97	3.74
Oita	2009		29432.24	61.06	62792.86	4.42
Oita	2010		31512.0	60.86	67330.46	4.6
Oita	2011		32299.56	60.68	68888.67	4.11
Oita	2012		32444.63	60.51	69572.76	3.81
Oita	2013			60.33		3.81
Oita	2014			60.16		3.3
Kumamoto	2000	4.58		24.65		4.6
Kumamoto	2001		25047.77	24.57	51078.27	4.91
Kumamoto	2002		24748.56	24.49	50650.46	5.14
Kumamoto	2003		25395.87	24.4	51822.09	5.13
Kumamoto	2004		25828.81	24.32	53139.13	4.78
Kumamoto	2005	4.48	25903.27	24.24	53981.58	4.64
Kumamoto	2006		26597.11	24.15	55773.41	4.47
Kumamoto	2007		27188.62	24.07	56725.01	4.15
Kumamoto	2008	4.03	26438.15	23.99	55261.83	4.17
Kumamoto	2009		25968.48	23.9	54637.55	4.73
Kumamoto	2010		27283.64	23.82	57457.56	4.96
Kumamoto	2011		28375.38	23.73	59711.56	4.65
Kumamoto	2012		28694.84	23.64	60483.28	4.34
Kumamoto	2013			23.56		4.25
Kumamoto	2014			23.47		3.9
Nagasaki	2000	2.96		14.75		4.79
Nagasaki	2001		23887.34	14.81	50545.79	5.06
Nagasaki	2002		24266.7	14.88	51666.39	5.37
Nagasaki	2003		24574.38	14.94	52354.33	5.27
Nagasaki	2004		24871.13	15.01	53100.47	4.92
Nagasaki	2005	2.93	24815.12	15.07	52719.03	4.66
Nagasaki	2006		25623.13	15.13	54043.01	4.4
Nagasaki	2007		26316.14	15.19	55027.63	3.86
Nagasaki	2008	2.65	26220.57	15.26	55230.11	3.92
Nagasaki	2009		26390.31	15.32	56427.11	4.68
Nagasaki	2010		27383.47	15.38	58663.97	4.99
Nagasaki	2011		28344.02	15.44	60641.63	4.6
Nagasaki	2012		28764.59	15.51	62028.8	4.39
Nagasaki	2013			15.57		4.12
Nagasaki	2014			15.63		3.67
Kagoshima	2000	3.8		12.3		3.57
Kagoshima	2001		25543.03	12.29	56461.55	4.17
Kagoshima	2002		25806.76	12.28	57763.15	4.46
Kagoshima	2003		26259.46	12.26	57115.11	5.03
Kagoshima	2004		26707.83	12.25	57522.03	4.67
Kagoshima	2005	3.76	26859.04	12.24	57777.64	4.68
Kagoshima	2006		27674.84	12.24	58699.48	4.42
Kagoshima	2007		28396.69	12.24	60267.38	4.11
Kagoshima	2008	3.38	27622.2	12.23	59545.51	4.08
Kagoshima	2009		27405.0	12.23	59279.53	4.8
Kagoshima	2010		28679.7	12.23	61475.32	5.13
Kagoshima	2011		29259.01	12.22	62603.01	4.8
Kagoshima	2012		29121.78	12.21	62356.29	4.47
Kagoshima	2013			12.21		4.38
Kagoshima	2014			12.2		4.08
Naha	2000	3.98		99.63		7.95
Naha	2001		22168.38	98.94	50973.44	8.41
Naha	2002		22279.05	98.25	51919.67	8.32
Naha	2003		22825.17	97.57	52710.16	7.77
Naha	2004		22680.48	96.89	51565.04	7.61
Naha	2005	5.74	22814.25	96.22	51946.0	7.86
Naha	2006		23118.62	95.67	52962.89	7.59
Naha	2007		23364.06	95.12	54220.45	7.35
Naha	2008	5.51	23414.28	94.58	53856.11	7.41
Naha	2009		23685.98	94.03	53309.29	7.51
Naha	2010		24178.77	93.49	54229.37	7.45
Naha	2011		24778.18	92.89	56248.87	6.94
Naha	2012		24896.98	92.3	55931.06	6.84
Naha	2013			91.71		5.73
Naha	2014			91.12		5.43
Japan	2000	8.67				4.7
Japan	2001		32563.55		64634.55	5.02
Japan	2002		32752.47		65945.85	5.37
Japan	2003		33336.22		67359.11	5.24
Japan	2004		34194.71		68987.52	4.73
Japan	2005	8.87	34726.87		69808.33	4.42
Japan	2006		35578.64		71118.88	4.16
Japan	2007		36133.84		71801.81	3.86
Japan	2008	8.43	35060.52		69808.87	3.98
Japan	2009		33851.03		68341.46	5.04
